Region,RSV_PC,Week,Year
Chiba,1.71,7,2018
Tokyo,1.8,7,2018
Kanagawa,1.2,7,2018
Niigata,3.09,7,2018
Toyama,3.52,7,2018
Ishikawa,3.17,7,2018
Fukui,2.14,7,2018
Yamanashi,1.92,7,2018
Nagano,3.11,7,2018
Gifu,2.12,7,2018
Shizuoka,1.92,7,2018
Aichi,2.27,7,2018
Mie,4.71,7,2018
Shiga,2.23,7,2018
Kyoto,1.83,7,2018
Osaka,4.75,7,2018
Hyogo,4.55,7,2018
Nara,4.59,7,2018
Wakayama,3.33,7,2018
Tottori,1.26,7,2018
Shimane,1.52,7,2018
Okayama,1.63,7,2018
Hiroshima,2.38,7,2018
Yamaguchi,7.6,7,2018
Tokushima,6.26,7,2018
Kagawa,3.21,7,2018
Ehime,3.14,7,2018
Kochi,2.83,7,2018
Fukuoka,3.98,7,2018
Saga,3.87,7,2018
Nagasaki,1.77,7,2018
Kumamoto,2.34,7,2018
Oita,3.06,7,2018
Miyazaki,6.03,7,2018
Kagoshima,5.45,7,2018
Okinawa,2.56,7,2018
Total No.,3.44,8,2018
Hokkaido,7.47,8,2018
Aomori,1.76,8,2018
Iwate,4.03,8,2018
Miyagi,4.51,8,2018
Akita,2.76,8,2018
Yamagata,4.24,8,2018
Fukushima,5.52,8,2018
Ibaraki,2.91,8,2018
Tochigi,2.44,8,2018
Gunma,1.87,8,2018
Saitama,2.93,8,2018
Chiba,1.87,8,2018
Tokyo,2.01,8,2018
Kanagawa,1.44,8,2018
Niigata,3.56,8,2018
Toyama,4.14,8,2018
Ishikawa,3.48,8,2018
Fukui,2.45,8,2018
Yamanashi,1.96,8,2018
Nagano,3.34,8,2018
Gifu,2.21,8,2018
Shizuoka,2.29,8,2018
Aichi,2.51,8,2018
Mie,5.31,8,2018
Shiga,2.58,8,2018
Kyoto,1.94,8,2018
Osaka,5.31,8,2018
Hyogo,4.88,8,2018
Nara,5.18,8,2018
Wakayama,3.63,8,2018
Tottori,1.26,8,2018
Shimane,1.7,8,2018
Okayama,1.7,8,2018
Hiroshima,2.73,8,2018
Yamaguchi,8.17,8,2018
Tokushima,6.91,8,2018
Kagawa,3.54,8,2018
Ehime,3.68,8,2018
Kochi,3.2,8,2018
Fukuoka,4.9,8,2018
Saga,4.17,8,2018
Nagasaki,1.98,8,2018
Kumamoto,2.78,8,2018
Oita,3.22,8,2018
Miyazaki,6.97,8,2018
Kagoshima,6.11,8,2018
Okinawa,2.82,8,2018
Total No.,3.82,9,2018
Hokkaido,8.25,9,2018
Aomori,1.93,9,2018
Iwate,4.23,9,2018
Miyagi,4.9,9,2018
Akita,2.97,9,2018
Yamagata,4.34,9,2018
Fukushima,6.28,9,2018
Ibaraki,3.08,9,2018
Tochigi,2.69,9,2018
Gunma,2.06,9,2018
Saitama,3.35,9,2018
Chiba,2.04,9,2018
Tokyo,2.3,9,2018
Kanagawa,1.68,9,2018
Niigata,4.02,9,2018
Toyama,4.97,9,2018
Ishikawa,3.66,9,2018
Fukui,2.73,9,2018
Yamanashi,2.04,9,2018
Nagano,3.57,9,2018
Gifu,2.37,9,2018
Shizuoka,2.51,9,2018
Aichi,2.7,9,2018
Mie,5.73,9,2018
Shiga,2.84,9,2018
Kyoto,2.16,9,2018
Osaka,5.86,9,2018
Hyogo,5.35,9,2018
Nara,5.38,9,2018
Wakayama,3.8,9,2018
Tottori,1.37,9,2018
Shimane,1.91,9,2018
Okayama,1.76,9,2018
Hiroshima,3.23,9,2018
Yamaguchi,9.04,9,2018
Tokushima,7.65,9,2018
Kagawa,3.75,9,2018
Ehime,4.22,9,2018
Kochi,3.53,9,2018
Fukuoka,5.73,9,2018
Saga,4.39,9,2018
Nagasaki,2.64,9,2018
Kumamoto,3.36,9,2018
Oita,3.47,9,2018
Miyazaki,7.39,9,2018
Kagoshima,6.95,9,2018
Okinawa,3.5,9,2018
Total No.,4.22,10,2018
Hokkaido,9.14,10,2018
Aomori,2.07,10,2018
Iwate,4.35,10,2018
Miyagi,5.08,10,2018
Akita,3.12,10,2018
Yamagata,4.52,10,2018
Fukushima,6.8,10,2018
Ibaraki,3.24,10,2018
Tochigi,2.88,10,2018
Gunma,2.26,10,2018
Saitama,3.8,10,2018
Chiba,2.21,10,2018
Tokyo,2.53,10,2018
Kanagawa,1.93,10,2018
Niigata,4.35,10,2018
Toyama,5.9,10,2018
Ishikawa,3.86,10,2018
Fukui,3.18,10,2018
Yamanashi,2.08,10,2018
Nagano,3.72,10,2018
Gifu,2.48,10,2018
Shizuoka,2.81,10,2018
Aichi,2.88,10,2018
Mie,6.11,10,2018
Shiga,3.1,10,2018
Kyoto,2.36,10,2018
Osaka,6.45,10,2018
Hyogo,5.66,10,2018
Nara,5.53,10,2018
Wakayama,4.23,10,2018
Tottori,1.42,10,2018
Shimane,2.17,10,2018
Okayama,1.91,10,2018
Hiroshima,3.52,10,2018
Yamaguchi,10.29,10,2018
Tokushima,8.35,10,2018
Kagawa,4.07,10,2018
Ehime,4.81,10,2018
Kochi,3.8,10,2018
Fukuoka,6.76,10,2018
Saga,4.95,10,2018
Nagasaki,3.11,10,2018
Kumamoto,3.94,10,2018
Oita,3.83,10,2018
Miyazaki,8.36,10,2018
Kagoshima,8.36,10,2018
Okinawa,5.15,10,2018
Total No.,4.66,11,2018
Hokkaido,10.1,11,2018
Aomori,2.19,11,2018
Iwate,4.65,11,2018
Miyagi,5.46,11,2018
Akita,3.35,11,2018
Yamagata,4.66,11,2018
Fukushima,7.59,11,2018
Ibaraki,3.31,11,2018
Tochigi,3.04,11,2018
Gunma,2.54,11,2018
Saitama,4.25,11,2018
Chiba,2.36,11,2018
Tokyo,2.9,11,2018
Kanagawa,2.19,11,2018
Niigata,4.74,11,2018
Toyama,6.48,11,2018
Ishikawa,4.24,11,2018
Fukui,3.73,11,2018
Yamanashi,2.13,11,2018
Nagano,3.91,11,2018
Gifu,2.77,11,2018
Shizuoka,3.22,11,2018
Aichi,3.06,11,2018
Mie,6.64,11,2018
Shiga,3.35,11,2018
Kyoto,2.52,11,2018
Osaka,7.02,11,2018
Hyogo,6.09,11,2018
Nara,5.79,11,2018
Wakayama,4.63,11,2018
Tottori,1.95,11,2018
Shimane,2.57,11,2018
Okayama,2.02,11,2018
Hiroshima,4.01,11,2018
Yamaguchi,11.54,11,2018
Tokushima,8.91,11,2018
Kagawa,4.29,11,2018
Ehime,5.27,11,2018
Kochi,4.2,11,2018
Fukuoka,7.89,11,2018
Saga,5.05,11,2018
Nagasaki,3.55,11,2018
Kumamoto,4.6,11,2018
Oita,4.06,11,2018
Miyazaki,9.36,11,2018
Kagoshima,9.49,11,2018
Okinawa,6.53,11,2018
Total No.,5.05,12,2018
Hokkaido,10.96,12,2018
Aomori,2.43,12,2018
Iwate,5.0,12,2018
Miyagi,6.1,12,2018
Akita,3.44,12,2018
Yamagata,4.97,12,2018
Fukushima,8.33,12,2018
Ibaraki,3.41,12,2018
Tochigi,3.15,12,2018
Gunma,2.8,12,2018
Saitama,4.63,12,2018
Chiba,2.53,12,2018
Tokyo,3.2,12,2018
Kanagawa,2.42,12,2018
Niigata,5.05,12,2018
Toyama,6.97,12,2018
Ishikawa,4.9,12,2018
Fukui,4.18,12,2018
Yamanashi,2.21,12,2018
Nagano,4.25,12,2018
Gifu,3.0,12,2018
Shizuoka,3.54,12,2018
Aichi,3.23,12,2018
Mie,7.11,12,2018
Shiga,3.48,12,2018
Kyoto,2.64,12,2018
Osaka,7.47,12,2018
Hyogo,6.34,12,2018
Nara,6.35,12,2018
Wakayama,4.83,12,2018
Tottori,2.32,12,2018
Shimane,3.0,12,2018
Okayama,2.06,12,2018
Hiroshima,4.35,12,2018
Yamaguchi,11.98,12,2018
Tokushima,9.3,12,2018
Kagawa,4.54,12,2018
Ehime,5.57,12,2018
Kochi,4.6,12,2018
Fukuoka,8.88,12,2018
Saga,5.23,12,2018
Nagasaki,4.0,12,2018
Kumamoto,4.96,12,2018
Oita,4.44,12,2018
Miyazaki,10.11,12,2018
Kagoshima,10.65,12,2018
Okinawa,7.79,12,2018
Total No.,5.41,13,2018
Hokkaido,11.67,13,2018
Aomori,2.5,13,2018
Iwate,5.18,13,2018
Miyagi,6.56,13,2018
Akita,3.47,13,2018
Yamagata,5.24,13,2018
Fukushima,9.0,13,2018
Ibaraki,3.57,13,2018
Tochigi,3.29,13,2018
Gunma,2.96,13,2018
Saitama,4.91,13,2018
Chiba,2.69,13,2018
Tokyo,3.45,13,2018
Kanagawa,2.69,13,2018
Niigata,5.46,13,2018
Toyama,7.41,13,2018
Ishikawa,5.83,13,2018
Fukui,4.59,13,2018
Yamanashi,2.29,13,2018
Nagano,4.36,13,2018
Gifu,3.31,13,2018
Shizuoka,3.91,13,2018
Aichi,3.4,13,2018
Mie,7.6,13,2018
Shiga,3.48,13,2018
Kyoto,2.75,13,2018
Osaka,7.83,13,2018
Hyogo,6.63,13,2018
Nara,6.65,13,2018
Wakayama,5.07,13,2018
Tottori,2.63,13,2018
Shimane,3.26,13,2018
Okayama,2.09,13,2018
Hiroshima,4.75,13,2018
Yamaguchi,12.46,13,2018
Tokushima,9.96,13,2018
Kagawa,4.71,13,2018
Ehime,6.16,13,2018
Kochi,4.83,13,2018
Fukuoka,9.73,13,2018
Saga,5.5,13,2018
Nagasaki,4.41,13,2018
Kumamoto,5.24,13,2018
Oita,4.75,13,2018
Miyazaki,11.44,13,2018
Kagoshima,11.65,13,2018
Okinawa,9.62,13,2018
Total No.,5.73,14,2018
Hokkaido,12.37,14,2018
Aomori,2.81,14,2018
Iwate,5.28,14,2018
Miyagi,7.03,14,2018
Akita,3.56,14,2018
Yamagata,6.03,14,2018
Fukushima,9.63,14,2018
Ibaraki,3.68,14,2018
Tochigi,3.56,14,2018
Gunma,3.24,14,2018
Saitama,5.22,14,2018
Chiba,2.93,14,2018
Tokyo,3.68,14,2018
Kanagawa,2.85,14,2018
Niigata,5.98,14,2018
Toyama,7.72,14,2018
Ishikawa,6.17,14,2018
Fukui,4.82,14,2018
Yamanashi,2.38,14,2018
Nagano,4.51,14,2018
Gifu,3.44,14,2018
Shizuoka,4.08,14,2018
Aichi,3.53,14,2018
Mie,7.76,14,2018
Shiga,3.61,14,2018
Kyoto,2.86,14,2018
Osaka,8.25,14,2018
Hyogo,6.77,14,2018
Nara,6.76,14,2018
Wakayama,5.2,14,2018
Tottori,2.79,14,2018
Shimane,3.57,14,2018
Okayama,2.15,14,2018
Hiroshima,5.06,14,2018
Yamaguchi,12.98,14,2018
Tokushima,10.74,14,2018
Kagawa,4.93,14,2018
Ehime,7.0,14,2018
Kochi,5.1,14,2018
Fukuoka,10.45,14,2018
Saga,5.68,14,2018
Nagasaki,4.8,14,2018
Kumamoto,5.56,14,2018
Oita,4.92,14,2018
Miyazaki,12.39,14,2018
Kagoshima,12.3,14,2018
Okinawa,11.09,14,2018
Total No.,6.13,15,2018
Hokkaido,13.25,15,2018
Aomori,2.98,15,2018
Iwate,5.45,15,2018
Miyagi,7.66,15,2018
Akita,3.79,15,2018
Yamagata,7.03,15,2018
Fukushima,10.74,15,2018
Ibaraki,3.85,15,2018
Tochigi,3.71,15,2018
Gunma,3.43,15,2018
Saitama,5.55,15,2018
Chiba,3.16,15,2018
Tokyo,4.02,15,2018
Kanagawa,3.06,15,2018
Niigata,7.16,15,2018
Toyama,8.69,15,2018
Ishikawa,6.59,15,2018
Fukui,5.32,15,2018
Yamanashi,2.38,15,2018
Nagano,4.77,15,2018
Gifu,3.63,15,2018
Shizuoka,4.31,15,2018
Aichi,3.72,15,2018
Mie,7.98,15,2018
Shiga,3.81,15,2018
Kyoto,2.95,15,2018
Osaka,8.8,15,2018
Hyogo,6.99,15,2018
Nara,6.85,15,2018
Wakayama,5.23,15,2018
Tottori,2.95,15,2018
Shimane,4.0,15,2018
Okayama,2.22,15,2018
Hiroshima,5.39,15,2018
Yamaguchi,13.68,15,2018
Tokushima,11.22,15,2018
Kagawa,4.93,15,2018
Ehime,7.97,15,2018
Kochi,5.43,15,2018
Fukuoka,11.28,15,2018
Saga,6.09,15,2018
Nagasaki,5.2,15,2018
Kumamoto,6.0,15,2018
Oita,5.06,15,2018
Miyazaki,13.5,15,2018
Kagoshima,12.96,15,2018
Okinawa,12.88,15,2018
Total No.,6.54,16,2018
Hokkaido,14.46,16,2018
Aomori,3.17,16,2018
Iwate,5.78,16,2018
Miyagi,8.19,16,2018
Akita,3.91,16,2018
Yamagata,8.28,16,2018
Fukushima,11.83,16,2018
Ibaraki,4.13,16,2018
Tochigi,3.88,16,2018
Gunma,3.54,16,2018
Saitama,5.9,16,2018
Chiba,3.31,16,2018
Tokyo,4.37,16,2018
Kanagawa,3.27,16,2018
Niigata,8.37,16,2018
Toyama,9.28,16,2018
Ishikawa,7.03,16,2018
Fukui,5.95,16,2018
Yamanashi,2.58,16,2018
Nagano,4.92,16,2018
Gifu,3.81,16,2018
Shizuoka,4.62,16,2018
Aichi,3.92,16,2018
Mie,8.39,16,2018
Shiga,4.16,16,2018
Kyoto,3.08,16,2018
Osaka,9.26,16,2018
Hyogo,7.2,16,2018
Nara,6.94,16,2018
Wakayama,5.47,16,2018
Tottori,3.37,16,2018
Shimane,4.22,16,2018
Okayama,2.3,16,2018
Hiroshima,5.62,16,2018
Yamaguchi,14.0,16,2018
Tokushima,12.0,16,2018
Kagawa,5.14,16,2018
Ehime,8.57,16,2018
Kochi,5.57,16,2018
Fukuoka,12.0,16,2018
Saga,6.09,16,2018
Nagasaki,5.7,16,2018
Kumamoto,6.14,16,2018
Oita,5.5,16,2018
Miyazaki,14.06,16,2018
Kagoshima,13.61,16,2018
Okinawa,15.41,16,2018
Total No.,6.92,17,2018
Hokkaido,15.55,17,2018
Aomori,3.38,17,2018
Iwate,6.0,17,2018
Miyagi,8.8,17,2018
Akita,4.03,17,2018
Yamagata,9.0,17,2018
Fukushima,12.96,17,2018
Ibaraki,4.27,17,2018
Tochigi,4.21,17,2018
Gunma,3.83,17,2018
Saitama,6.23,17,2018
Chiba,3.54,17,2018
Tokyo,4.65,17,2018
Kanagawa,3.45,17,2018
Niigata,9.58,17,2018
Toyama,9.45,17,2018
Ishikawa,7.24,17,2018
Fukui,6.32,17,2018
Yamanashi,2.58,17,2018
Nagano,5.02,17,2018
Gifu,3.9,17,2018
Shizuoka,4.96,17,2018
Aichi,4.15,17,2018
Mie,8.59,17,2018
Shiga,4.39,17,2018
Kyoto,3.16,17,2018
Osaka,9.67,17,2018
Hyogo,7.42,17,2018
Nara,7.03,17,2018
Wakayama,5.6,17,2018
Tottori,3.74,17,2018
Shimane,4.57,17,2018
Okayama,2.35,17,2018
Hiroshima,5.85,17,2018
Yamaguchi,14.53,17,2018
Tokushima,12.48,17,2018
Kagawa,5.36,17,2018
Ehime,9.0,17,2018
Kochi,5.7,17,2018
Fukuoka,12.59,17,2018
Saga,6.18,17,2018
Nagasaki,6.2,17,2018
Kumamoto,6.46,17,2018
Oita,5.81,17,2018
Miyazaki,14.64,17,2018
Kagoshima,14.15,17,2018
Okinawa,18.09,17,2018
Total No.,7.15,18,2018
Hokkaido,16.18,18,2018
Aomori,3.5,18,2018
Iwate,6.1,18,2018
Miyagi,9.1,18,2018
Akita,4.06,18,2018
Yamagata,9.34,18,2018
Fukushima,13.55,18,2018
Ibaraki,4.39,18,2018
Tochigi,4.29,18,2018
Gunma,4.0,18,2018
Saitama,6.42,18,2018
Chiba,3.62,18,2018
Tokyo,4.81,18,2018
Kanagawa,3.59,18,2018
Niigata,10.23,18,2018
Toyama,9.55,18,2018
Ishikawa,7.28,18,2018
Fukui,6.68,18,2018
Yamanashi,2.63,18,2018
Nagano,5.11,18,2018
Gifu,3.96,18,2018
Shizuoka,5.08,18,2018
Aichi,4.29,18,2018
Mie,8.8,18,2018
Shiga,4.42,18,2018
Kyoto,3.2,18,2018
Osaka,9.89,18,2018
Hyogo,7.56,18,2018
Nara,7.12,18,2018
Wakayama,5.67,18,2018
Tottori,4.21,18,2018
Shimane,4.91,18,2018
Okayama,2.37,18,2018
Hiroshima,6.06,18,2018
Yamaguchi,14.72,18,2018
Tokushima,12.83,18,2018
Kagawa,5.46,18,2018
Ehime,9.24,18,2018
Kochi,5.73,18,2018
Fukuoka,12.94,18,2018
Saga,6.23,18,2018
Nagasaki,6.5,18,2018
Kumamoto,6.66,18,2018
Oita,6.03,18,2018
Miyazaki,15.03,18,2018
Kagoshima,14.28,18,2018
Okinawa,20.38,18,2018
Total No.,7.4,19,2018
Hokkaido,17.12,19,2018
Aomori,3.64,19,2018
Iwate,6.38,19,2018
Miyagi,9.56,19,2018
Akita,4.24,19,2018
Yamagata,9.66,19,2018
Fukushima,14.26,19,2018
Ibaraki,4.55,19,2018
Tochigi,4.4,19,2018
Gunma,4.11,19,2018
Saitama,6.62,19,2018
Chiba,3.7,19,2018
Tokyo,4.94,19,2018
Kanagawa,3.69,19,2018
Niigata,11.16,19,2018
Toyama,9.72,19,2018
Ishikawa,7.38,19,2018
Fukui,6.91,19,2018
Yamanashi,2.63,19,2018
Nagano,5.13,19,2018
Gifu,3.98,19,2018
Shizuoka,5.2,19,2018
Aichi,4.47,19,2018
Mie,8.95,19,2018
Shiga,4.61,19,2018
Kyoto,3.34,19,2018
Osaka,10.06,19,2018
Hyogo,7.65,19,2018
Nara,7.15,19,2018
Wakayama,5.77,19,2018
Tottori,4.68,19,2018
Shimane,5.22,19,2018
Okayama,2.41,19,2018
Hiroshima,6.23,19,2018
Yamaguchi,15.15,19,2018
Tokushima,13.43,19,2018
Kagawa,5.54,19,2018
Ehime,9.7,19,2018
Kochi,5.9,19,2018
Fukuoka,13.53,19,2018
Saga,6.41,19,2018
Nagasaki,6.59,19,2018
Kumamoto,6.72,19,2018
Oita,6.19,19,2018
Miyazaki,15.31,19,2018
Kagoshima,14.52,19,2018
Okinawa,22.76,19,2018
Total No.,7.7,20,2018
Hokkaido,18.06,20,2018
Aomori,3.83,20,2018
Iwate,6.58,20,2018
Miyagi,10.27,20,2018
Akita,4.59,20,2018
Yamagata,9.93,20,2018
Fukushima,15.21,20,2018
Ibaraki,4.6,20,2018
Tochigi,4.58,20,2018
Gunma,4.37,20,2018
Saitama,6.8,20,2018
Chiba,3.9,20,2018
Tokyo,5.21,20,2018
Kanagawa,3.89,20,2018
Niigata,12.26,20,2018
Toyama,10.24,20,2018
Ishikawa,7.55,20,2018
Fukui,7.27,20,2018
Yamanashi,2.67,20,2018
Nagano,5.25,20,2018
Gifu,4.04,20,2018
Shizuoka,5.34,20,2018
Aichi,4.6,20,2018
Mie,9.18,20,2018
Shiga,4.68,20,2018
Kyoto,3.39,20,2018
Osaka,10.38,20,2018
Hyogo,7.88,20,2018
Nara,7.15,20,2018
Wakayama,5.8,20,2018
Tottori,5.26,20,2018
Shimane,5.48,20,2018
Okayama,2.46,20,2018
Hiroshima,6.48,20,2018
Yamaguchi,15.68,20,2018
Tokushima,13.91,20,2018
Kagawa,5.61,20,2018
Ehime,10.38,20,2018
Kochi,6.17,20,2018
Fukuoka,13.97,20,2018
Saga,6.68,20,2018
Nagasaki,6.66,20,2018
Kumamoto,7.0,20,2018
Oita,6.39,20,2018
Miyazaki,15.56,20,2018
Kagoshima,14.63,20,2018
Okinawa,24.62,20,2018
Total No.,8.01,21,2018
Hokkaido,19.09,21,2018
Aomori,3.93,21,2018
Iwate,6.78,21,2018
Miyagi,11.07,21,2018
Akita,4.79,21,2018
Yamagata,10.21,21,2018
Fukushima,16.13,21,2018
Ibaraki,4.64,21,2018
Tochigi,4.9,21,2018
Gunma,4.57,21,2018
Saitama,6.9,21,2018
Chiba,3.99,21,2018
Tokyo,5.39,21,2018
Kanagawa,4.03,21,2018
Niigata,13.44,21,2018
Toyama,10.59,21,2018
Ishikawa,7.69,21,2018
Fukui,7.68,21,2018
Yamanashi,2.67,21,2018
Nagano,5.28,21,2018
Gifu,4.21,21,2018
Shizuoka,5.49,21,2018
Aichi,4.79,21,2018
Mie,9.48,21,2018
Shiga,4.77,21,2018
Kyoto,3.53,21,2018
Osaka,10.6,21,2018
Hyogo,8.02,21,2018
Nara,7.21,21,2018
Wakayama,5.8,21,2018
Tottori,5.47,21,2018
Shimane,5.87,21,2018
Okayama,2.63,21,2018
Hiroshima,6.76,21,2018
Yamaguchi,16.3,21,2018
Tokushima,14.39,21,2018
Kagawa,5.71,21,2018
Ehime,10.78,21,2018
Kochi,6.23,21,2018
Fukuoka,14.44,21,2018
Saga,7.09,21,2018
Nagasaki,6.75,21,2018
Kumamoto,7.14,21,2018
Oita,6.56,21,2018
Miyazaki,16.26,21,2018
Kagoshima,14.76,21,2018
Okinawa,28.03,21,2018
Total No.,8.29,22,2018
Hokkaido,19.98,22,2018
Aomori,4.12,22,2018
Iwate,7.05,22,2018
Miyagi,11.64,22,2018
Akita,5.15,22,2018
Yamagata,10.62,22,2018
Fukushima,16.89,22,2018
Ibaraki,4.73,22,2018
Tochigi,5.17,22,2018
Gunma,4.7,22,2018
Saitama,7.1,22,2018
Chiba,4.11,22,2018
Tokyo,5.54,22,2018
Kanagawa,4.18,22,2018
Niigata,14.86,22,2018
Toyama,11.07,22,2018
Ishikawa,7.76,22,2018
Fukui,7.91,22,2018
Yamanashi,2.71,22,2018
Nagano,5.34,22,2018
Gifu,4.31,22,2018
Shizuoka,5.61,22,2018
Aichi,4.94,22,2018
Mie,9.82,22,2018
Shiga,4.81,22,2018
Kyoto,3.76,22,2018
Osaka,10.79,22,2018
Hyogo,8.14,22,2018
Nara,7.24,22,2018
Wakayama,5.93,22,2018
Tottori,5.63,22,2018
Shimane,6.22,22,2018
Okayama,2.7,22,2018
Hiroshima,6.97,22,2018
Yamaguchi,16.81,22,2018
Tokushima,14.57,22,2018
Kagawa,5.86,22,2018
Ehime,11.05,22,2018
Kochi,6.27,22,2018
Fukuoka,14.85,22,2018
Saga,7.23,22,2018
Nagasaki,6.91,22,2018
Kumamoto,7.2,22,2018
Oita,6.78,22,2018
Miyazaki,16.71,22,2018
Kagoshima,14.85,22,2018
Okinawa,31.56,22,2018
Total No.,8.59,23,2018
Hokkaido,20.83,23,2018
Aomori,4.33,23,2018
Iwate,7.45,23,2018
Miyagi,12.29,23,2018
Akita,5.44,23,2018
Yamagata,11.03,23,2018
Fukushima,17.53,23,2018
Ibaraki,4.91,23,2018
Tochigi,5.48,23,2018
Gunma,4.83,23,2018
Saitama,7.29,23,2018
Chiba,4.25,23,2018
Tokyo,5.74,23,2018
Kanagawa,4.36,23,2018
Niigata,15.88,23,2018
Toyama,11.45,23,2018
Ishikawa,7.9,23,2018
Fukui,8.55,23,2018
Yamanashi,2.71,23,2018
Nagano,5.49,23,2018
Gifu,4.4,23,2018
Shizuoka,5.66,23,2018
Aichi,5.04,23,2018
Mie,10.0,23,2018
Shiga,4.84,23,2018
Kyoto,3.93,23,2018
Osaka,11.02,23,2018
Hyogo,8.26,23,2018
Nara,7.26,23,2018
Wakayama,5.97,23,2018
Tottori,5.89,23,2018
Shimane,6.61,23,2018
Okayama,2.78,23,2018
Hiroshima,7.24,23,2018
Yamaguchi,17.68,23,2018
Tokushima,14.65,23,2018
Kagawa,6.04,23,2018
Ehime,11.24,23,2018
Kochi,6.27,23,2018
Fukuoka,15.28,23,2018
Saga,7.68,23,2018
Nagasaki,7.25,23,2018
Kumamoto,7.4,23,2018
Oita,7.0,23,2018
Miyazaki,17.03,23,2018
Kagoshima,15.2,23,2018
Okinawa,35.21,23,2018
Total No.,8.93,24,2018
Hokkaido,21.36,24,2018
Aomori,4.5,24,2018
Iwate,7.85,24,2018
Miyagi,13.25,24,2018
Akita,5.62,24,2018
Yamagata,11.24,24,2018
Fukushima,18.11,24,2018
Ibaraki,4.93,24,2018
Tochigi,5.71,24,2018
Gunma,5.04,24,2018
Saitama,7.65,24,2018
Chiba,4.44,24,2018
Tokyo,5.98,24,2018
Kanagawa,4.6,24,2018
Niigata,16.89,24,2018
Toyama,11.69,24,2018
Ishikawa,8.03,24,2018
Fukui,8.73,24,2018
Yamanashi,2.71,24,2018
Nagano,5.58,24,2018
Gifu,4.56,24,2018
Shizuoka,5.8,24,2018
Aichi,5.23,24,2018
Mie,10.3,24,2018
Shiga,4.84,24,2018
Kyoto,4.0,24,2018
Osaka,11.32,24,2018
Hyogo,8.45,24,2018
Nara,7.29,24,2018
Wakayama,6.03,24,2018
Tottori,6.05,24,2018
Shimane,7.22,24,2018
Okayama,2.87,24,2018
Hiroshima,7.45,24,2018
Yamaguchi,18.64,24,2018
Tokushima,15.57,24,2018
Kagawa,6.14,24,2018
Ehime,11.38,24,2018
Kochi,6.27,24,2018
Fukuoka,15.84,24,2018
Saga,8.05,24,2018
Nagasaki,7.84,24,2018
Kumamoto,7.46,24,2018
Oita,7.14,24,2018
Miyazaki,17.4,24,2018
Kagoshima,15.56,24,2018
Okinawa,39.76,24,2018
Total No.,9.29,25,2018
Hokkaido,22.06,25,2018
Aomori,4.67,25,2018
Iwate,8.38,25,2018
Miyagi,13.93,25,2018
Akita,5.71,25,2018
Yamagata,11.79,25,2018
Fukushima,18.87,25,2018
Ibaraki,5.0,25,2018
Tochigi,6.08,25,2018
Gunma,5.26,25,2018
Saitama,7.94,25,2018
Chiba,4.65,25,2018
Tokyo,6.29,25,2018
Kanagawa,4.83,25,2018
Niigata,18.05,25,2018
Toyama,11.86,25,2018
Ishikawa,8.21,25,2018
Fukui,9.18,25,2018
Yamanashi,2.79,25,2018
Nagano,5.6,25,2018
Gifu,4.71,25,2018
Shizuoka,6.1,25,2018
Aichi,5.38,25,2018
Mie,10.57,25,2018
Shiga,4.87,25,2018
Kyoto,4.2,25,2018
Osaka,11.66,25,2018
Hyogo,8.63,25,2018
Nara,7.41,25,2018
Wakayama,6.03,25,2018
Tottori,6.37,25,2018
Shimane,7.74,25,2018
Okayama,2.98,25,2018
Hiroshima,7.73,25,2018
Yamaguchi,19.38,25,2018
Tokushima,16.3,25,2018
Kagawa,6.14,25,2018
Ehime,11.59,25,2018
Kochi,6.4,25,2018
Fukuoka,16.38,25,2018
Saga,8.36,25,2018
Nagasaki,8.36,25,2018
Kumamoto,7.5,25,2018
Oita,7.36,25,2018
Miyazaki,17.74,25,2018
Kagoshima,15.76,25,2018
Okinawa,44.29,25,2018
Total No.,9.68,26,2018
Hokkaido,22.67,26,2018
Aomori,4.98,26,2018
Iwate,8.7,26,2018
Miyagi,14.75,26,2018
Akita,5.79,26,2018
Yamagata,12.1,26,2018
Fukushima,19.54,26,2018
Ibaraki,5.12,26,2018
Tochigi,6.57,26,2018
Gunma,5.54,26,2018
Saitama,8.29,26,2018
Chiba,4.92,26,2018
Tokyo,6.66,26,2018
Kanagawa,5.19,26,2018
Niigata,19.02,26,2018
Toyama,12.07,26,2018
Ishikawa,8.69,26,2018
Fukui,9.27,26,2018
Yamanashi,2.96,26,2018
Nagano,5.62,26,2018
Gifu,4.73,26,2018
Shizuoka,6.28,26,2018
Aichi,5.62,26,2018
Mie,11.11,26,2018
Shiga,4.87,26,2018
Kyoto,4.37,26,2018
Osaka,11.96,26,2018
Hyogo,8.82,26,2018
Nara,7.62,26,2018
Wakayama,6.2,26,2018
Tottori,6.63,26,2018
Shimane,8.68,26,2018
Okayama,3.06,26,2018
Hiroshima,8.34,26,2018
Yamaguchi,20.3,26,2018
Tokushima,16.91,26,2018
Kagawa,6.21,26,2018
Ehime,11.86,26,2018
Kochi,6.47,26,2018
Fukuoka,17.21,26,2018
Saga,8.77,26,2018
Nagasaki,8.8,26,2018
Kumamoto,7.64,26,2018
Oita,7.67,26,2018
Miyazaki,18.14,26,2018
Kagoshima,16.19,26,2018
Okinawa,48.35,26,2018
Total No.,10.15,27,2018
Hokkaido,23.19,27,2018
Aomori,5.6,27,2018
Iwate,9.03,27,2018
